CAND_ID,CAND_NAME,OFFICE_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_ICI,TTL_RECEIPTS,TTL_DISB,TTL_INDIV_CONTRIB,CAND_CONTRIB,CAND_LOANS,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,COH_COP,DEBTS_OWED_BY
H4CO05170,"EDGAR, JOHN ROBERT",House,DEM,CO,O,49480.7,39310.54,10674.86,0.0,38292.94,0.0,0.0,10170.16,38805.84
H0CO05152,"KELTIE, REBECCA",House,REP,CO,C,0.0,4102.25,0.0,0.0,0.0,0.0,0.0,0.0,9000.0
H2CO05216,"WILLIAMS, DAVID",House,REP,CO,O,278869.65,265599.63,137036.65,3300.0,100000.0,28700.0,0.0,13270.02,158005.39
H4CO05154,"PUGLIESE, ROSE",House,REP,CO,O,9020.65,9020.65,9020.65,0.0,0.0,0.0,0.0,0.0,0.0
H4CO05162,"GARDNER, ROBERT STEWART",House,REP,CO,O,53378.17,47775.25,19878.17,3000.0,30500.0,0.0,0.0,5602.92,30500.0
H4CO05196,"GRIFFIN, JOSHUA JOSEPH",House,REP,CO,O,10355.6,0.0,185.0,0.0,10170.6,0.0,0.0,0.0,0.0
H6CO05142,"CRANK, JEFF",House,REP,CO,O,1128627.35,1062074.21,733287.34,0.0,0.0,355550.0,0.0,66553.14,0.0
H6CO05159,"LAMBORN, DOUGLAS",House,REP,CO,I,228768.51,306568.54,103768.5,0.0,0.0,125000.0,0.0,127231.64,0.0
H4CO05071,"MITCHELL, CHRISTOPHER DOUGLAS",House,CON,CO,O,11000.0,11026.58,0.0,0.0,11000.0,0.0,0.0,0.0,11000.0
H2CO00035,"HANEY, PERRY",House,DEM,CO,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168500.0
H8CO06229,"CROW, JASON",House,DEM,CO,I,2208412.11,2041403.94,1821690.15,0.0,0.0,280830.0,0.0,1748293.87,0.0
H4CO06129,"FABBRICATORE, JOHN",House,REP,CO,C,282453.58,282453.58,253953.58,0.0,0.0,27500.0,0.0,0.0,0.0
H8CO06153,"ARMSTRONG, WILLIAM L III",House,REP,CO,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.07,250000.0
H8CO07045,"PETTERSEN, BRITTANY LOUISE",House,DEM,CO,I,2487377.12,1934844.96,1174245.18,0.0,0.0,1257586.74,1500.0,560932.23,0.0
H8CO07078,"MORENO, DOMINICK",House,DEM,CO,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12286.3,0.0
H2CO07170,"AADLAND, ERIK",House,REP,CO,O,222.82,27394.12,50.0,0.0,0.0,0.0,0.0,0.0,0.0
H2CO07212,"DEMPSEY, BRAD",House,REP,CO,O,0.0,2900.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0
H4CO07077,"HEMENWAY, JAMES VINCENT",House,REP,CO,C,24390.0,24390.0,2370.0,20.0,22000.0,0.0,0.0,0.0,22000.0
H4CO07085,"MATVEYUK, SERGEI",House,REP,CO,C,56986.88,45703.78,52442.7,1045.18,0.0,0.0,3499.0,11283.1,5200.0
H4CO01153,"LAW, MORGAN",House,IND,CO,C,46695.37,46695.37,36107.33,0.0,0.0,0.0,0.0,0.0,0.0
H4CO07051,"BOHAN, PATRICK",House,LIB,CO,C,5688.0,5022.0,25.0,5562.0,0.0,0.0,0.0,666.0,0.0
H4CO07044,"TUPA, RONALD",House,OTH,CO,C,36452.44,35268.26,23452.44,0.0,13000.0,0.0,0.0,1184.18,919.98
H2CO08020,"CARAVEO, YADIRA",House,DEM,CO,I,8124793.49,8137990.05,5862630.66,0.0,0.0,1318689.52,14000.0,4345.26,0.0
H2CO08038,"TEDESCO, CHAZ",House,DEM,CO,O,8.0,2697.0,0.0,0.0,0.0,0.0,0.0,21186.22,44007.85
H2CO08137,"DOUGLAS, STEVE DOUGLAS",House,DEM,CO,O,2900.0,4050.49,2900.0,0.0,0.0,0.0,0.0,0.0,1344.43
H2CO08079,"KIRKMEYER, BARBARA",House,REP,CO,O,-148.89,31703.85,-148.89,0.0,0.0,0.0,0.0,0.0,0.0
H4CO08018,"JAMES, SCOTT",House,REP,CO,C,214755.06,214655.06,170753.45,0.0,27000.0,17000.0,0.0,100.0,54771.32
H4CO08034,"EVANS, TIMOTHY GABRIEL JOSEPH",House,REP,CO,C,2734308.76,2659316.37,1476152.99,273.14,20000.0,611950.0,6000.0,74992.39,76000.0
H4CO08042,"ANDUJO, JOSEPH LUIS",House,REP,CO,C,221334.07,223679.87,5334.07,0.0,216000.0,0.0,0.0,-2345.8,0.0
H4CO08059,"JOSHI, JANAK",House,REP,CO,C,243465.42,243465.42,50944.0,3300.0,175000.0,5000.0,0.0,0.0,0.0
H2CT01205,"HREZI, MUAD",House,DEM,CT,C,0.0,8634.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H8CT01046,"LARSON, JOHN B",House,DEM,CT,I,1542287.58,1658028.59,481191.76,0.0,0.0,1044213.68,0.0,248729.25,11992.27
H0CT01134,"GRIFFIN, JAMES LEONARD",House,REP,CT,C,7786.0,9170.2,6731.0,0.0,1000.0,0.0,0.0,378.25,12923.0
H8CT01111,"VISCONTI, JOSEPH B",House,REP,CT,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2CT02112,"COURTNEY, JOSEPH",House,DEM,CT,I,1318657.73,1139652.66,603139.51,0.0,0.0,651024.37,2750.0,351111.5,0.0
H2CT02161,"FRANCE, MIKE",House,REP,CT,C,741910.47,732453.19,691728.52,70.0,0.0,33820.0,1833.28,19044.86,20000.0
H0CT03072,"DELAURO, ROSA L",House,DEM,CT,I,1751634.69,1639641.5,799118.29,0.0,0.0,867475.96,0.0,225448.09,0.0
H0CT03155,"STREICKER, MARGARET",House,REP,CT,C,0.0,2095.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4CT03108,"IRIZARRY, RAFAEL",House,REP,CT,C,449.99,449.99,100.0,349.99,0.0,0.0,0.0,0.0,0.0
H4CT03116,"MASSEY, MICHAEL",House,REP,CT,C,3129.27,275.08,3129.27,0.0,0.0,0.0,0.0,4.8,0.0
H0CT03163,"PAGLINO, JUSTIN COBB DR MD, PHD",House,GRE,CT,C,1944.17,2666.23,423.0,0.0,1500.0,0.0,0.0,0.0,0.0
H2CT03102,"CHAI, AMY FOGELSTROM DR",House,LIB,CT,C,1000.0,1260.0,0.0,250.0,750.0,0.0,0.0,-13.0,0.0
H8CT04172,"HIMES, JIM",House,DEM,CT,I,2120398.15,1672878.49,916288.24,0.0,0.0,1034000.0,0.0,2106818.46,0.0
H0CT04229,"GOLDSTEIN, MICHAEL",House,REP,CT,C,156510.98,156510.98,76510.98,0.0,75000.0,5000.0,0.0,0.0,0.0
H2CT04134,"STEVENSON, JAYME MRS.",House,REP,CT,C,21614.07,80312.7,0.0,0.0,0.0,0.0,0.0,0.0,175000.0
H4CT04155,"MACGUFFIE, ROBERT W",House,REP,CT,C,102144.77,101090.63,46436.84,5707.93,50000.0,0.0,0.0,1054.14,0.0
H4CT04163,"GOLDSTEIN, MICHAEL",House,REP,CT,C,156510.98,156510.98,76510.98,0.0,75000.0,5000.0,0.0,0.0,0.0
H4CT04189,"MIRESSI, DAN",House,REP,CT,C,1084.92,1084.92,1084.82,0.0,0.0,0.0,0.0,0.0,0.0
H8CT04057,"SHAYS, CHRISTOPHER",House,REP,CT,I,26267.63,288212.68,0.0,0.0,0.0,0.0,0.0,0.0,176794.16
H2CT05123,"ROBERTI, DANIEL FRANCIS",House,DEM,CT,O,1927.0,1778.7,0.0,1927.0,0.0,0.0,0.0,165.87,458211.74
H2CT05131,"ESTY, ELIZABETH",House,DEM,CT,I,0.0,14232.96,0.0,0.0,0.0,0.0,0.0,522430.94,0.0
H2CT05248,"FURZE, MARCUS",House,DEM,CT,C,0.0,5150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4CT05145,"FERGUSON, BERTRAM",House,DEM,CT,C,615.0,2874.41,615.0,0.0,0.0,0.0,0.0,-307.05,8374.98
H8CT05195,"GLASSMAN, MARY",House,DEM,CT,O,0.0,89.85,0.0,0.0,0.0,0.0,0.0,13976.83,81097.88
H8CT05245,"HAYES, JAHANA",House,DEM,CT,I,4218172.13,4055864.16,2968059.94,0.0,0.0,944391.23,9192.97,522551.02,0.0
H8CT05252,"KULA, SHANNON",House,DEM,CT,O,0.0,180.0,0.0,0.0,0.0,0.0,0.0,885.83,71300.0
H2CT05222,"LOGAN, GEORGE S",House,REP,CT,C,3011059.71,3010025.98,2113366.92,1.93,0.0,487872.29,10726.38,13130.48,0.0
H2CT05230,"BOTELHO, MICHELLE L",House,REP,CT,C,17448.45,26030.09,12705.0,4743.45,0.0,0.0,0.0,-5481.45,0.0
H4CT05137,"DARWISH, AHMAD AJ",House,GRE,CT,C,22924.0,21497.8,13774.0,0.0,0.0,4150.0,5000.0,1426.2,0.0
H0DC00058,"NORTON, ELEANOR HOLMES",House,DEM,DC,I,307917.0,312252.49,80667.0,0.0,70000.0,157250.0,0.0,33085.14,50000.0
H2DC01011,"HAMILTON, WENDY REV",House,DEM,DC,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.89,0.0
H2DC01029,"WILLIAMS, KELLY",House,DEM,DC,C,23325.0,21837.92,12625.0,3800.0,6900.0,0.0,0.0,4041.68,0.0
H4DC01041,"WILLIAMS, KELLY MIKEL MIKEL MR",House,DEM,DC,C,23325.0,20767.92,12625.0,3800.0,6900.0,0.0,0.0,0.0,0.0
H4DC01033,"A BROWN, MICHAEL",House,IND,DC,C,34785.0,34673.67,31285.0,3500.0,0.0,0.0,0.0,111.33,0.0
H4DC00118,"WATTS, HELCHIC KOTON",House,OTH,DC,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0DE01017,"CARNEY, JOHN",House,DEM,DE,I,0.0,600.0,0.0,0.0,0.0,0.0,0.0,125.36,0.0
H4DE00045,"MCBRIDE, SARAH ELIZABETH",House,DEM,DE,O,4091643.35,3884516.49,3581615.37,7.0,0.0,416050.49,0.0,207126.86,0.0
H4DE00052,"DAVIS, COLLEEN",House,DEM,DE,O,162564.26,154237.04,151239.5,0.0,0.0,11000.0,0.0,8327.22,0.0
H4DE01076,"YOUNG, EUGENE ROBERT JR",House,DEM,DE,O,436569.05,328569.76,430819.05,0.0,0.0,5750.0,0.0,107999.29,0.0
H6DE00206,"BLUNT ROCHESTER, LISA",House,DEM,DE,I,1147244.55,1729073.0,351567.0,0.0,0.0,465300.0,0.0,615.71,145000.0
H4DE00060,"HALL, DONYALE LONDON",House,REP,DE,O,45937.47,45937.47,39717.47,0.0,2000.0,1750.0,2470.0,0.0,0.0
H4DE00078,"WHALEN III, JOHN J",House,REP,DE,O,20030.44,11848.73,9260.89,0.0,8319.55,2450.0,0.0,7744.86,0.0
H2FL00318,"CORDOVA, VINCENT DEAN MR JR",House,NPA,FL,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2FL01233,"JONES, REBEKAH",House,DEM,FL,C,1008.78,882.78,0.0,1008.78,0.0,0.0,0.0,-415.3,15000.0
H2FL01258,"SCHILLER, MARGARET ANN MS",House,DEM,FL,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.55,8405.46
H4FL01197,"VALIMONT, JENNIFER GAY",House,DEM,FL,C,1585275.74,1577031.14,1552229.75,0.0,20000.0,11700.0,250.0,8244.6,20000.0
H0FL01146,"MERK, GREGORY CHARLES",House,REP,FL,,22499.22,17856.0,1499.22,0.0,21000.0,0.0,0.0,9036.44,21000.0
H2FL01241,"JONES, BRYAN CHRISTOPHER",House,REP,FL,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4FL01213,"DIMMOCK, AARON",House,REP,FL,C,393586.05,310704.58,362086.05,0.0,11000.0,20500.0,0.0,82881.47,11000.0
H4FL01247,"GROSS, KEITH",House,REP,FL,C,2623989.25,2618212.6,49314.17,135798.21,2426375.93,0.0,0.0,5776.65,2384375.93
H4FL01262,"EKPETE KAMA, ULOMA DR.",House,REP,FL,C,54190.77,23086.42,23589.45,0.0,0.0,0.0,0.0,0.0,0.0
H4FL01270,"PITTMAN, BERNADETTE",House,REP,FL,C,104.1,104.1,104.1,0.0,0.0,0.0,0.0,0.0,0.0
H6FL01119,"GAETZ, MATT",House,REP,FL,I,6772979.08,6824261.22,6679334.38,0.0,0.0,12239.56,0.0,518152.81,132258.58
H6FL01143,"MILLS, RALPH JOHN III",House,REP,FL,C,25780.0,24032.97,5130.0,0.0,20650.0,0.0,0.0,2057.94,91787.49
H6FL01333,"KEEBAUGH, CHARLES CLAYTON",House,REP,FL,,4443.55,2175.07,4443.55,0.0,0.0,0.0,0.0,2268.48,0.0
H6FL01341,"WITT, JEFF",House,REP,FL,,18799.12,18799.12,14402.29,4396.83,0.0,0.0,0.0,0.0,0.0
H6FL01366,"SALZMAN, MICHELLE",House,REP,FL,,39246.25,39246.25,39246.25,0.0,0.0,0.0,0.0,0.0,0.0
H6FL01374,"SALZMAN, MICHELLE",House,REP,FL,,39246.25,39246.25,39246.25,0.0,0.0,0.0,0.0,0.0,0.0
H6FL01408,"TROTTER, JAMES SCOTT",House,REP,FL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0FL02086,"LAWSON, ALFRED JR",House,DEM,FL,I,871.95,21534.18,0.0,0.0,0.0,0.0,0.0,32695.47,0.0
H4FL02120,"HOVEY, MEGHANN K",House,DEM,FL,C,9700.0,10440.0,4450.0,0.0,0.0,0.0,5250.0,-740.0,0.0
H4FL02138,"BAILEY, HUY-YEN CAM MS.",House,DEM,FL,C,46560.07,309.56,35960.07,0.0,10500.0,0.0,0.0,15361.32,10600.0
H4FL02104,"WOODWARD, RHONDA",House,REP,FL,C,20354.19,20354.19,9386.69,0.0,10967.5,0.0,0.0,0.0,0.0
H6FL02208,"DUNN, NEAL PATRICK MD, FACS",House,REP,FL,I,1648134.72,1803682.97,585856.71,0.0,0.0,836807.0,0.0,89457.98,661.91
H8FL03020,"WELLS, TOM",House,DEM,FL,C,18204.42,18380.82,4785.54,0.0,12900.0,0.0,175.0,128.48,41950.0
H0FL03175,"CAMMACK, KAT",House,REP,FL,I,2647816.47,2131667.9,1357706.84,0.0,0.0,970500.02,0.0,555550.9,0.0
H0FL03209,"ST. GEORGE, JAMES",House,REP,FL,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1828.72,370034.1
H0FL03282,"MILLADO, JOE DALLAS",House,REP,FL,O,0.0,224.1,0.0,0.0,0.0,0.0,0.0,174.48,0.0
H2FL03197,"ASENSIO, MANUEL P",House,REP,FL,C,402.03,40358.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4FL03136,"STEVENS, ALEC",House,REP,FL,C,16900.0,16192.0,2900.0,0.0,14000.0,0.0,0.0,-2144.0,0.0
H4FL03144,"STEVENS, ALEC",House,REP,FL,C,16900.0,16192.0,2900.0,0.0,14000.0,0.0,0.0,-2144.0,0.0
H8FL03046,"SAPP, JUDSON",House,REP,FL,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.57,286567.41
H8FL06056,"STEARNS, CLIFFORD B.",House,REP,FL,C,193575.81,305965.08,0.0,0.0,0.0,0.0,0.0,531341.08,0.0
H2FL04195,"HILL, ANTHONY TONY",House,DEM,FL,C,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,18891.74,0.0
H6FL05193,"HOLLOWAY, LASHONDA",House,DEM,FL,C,32057.51,29752.15,21117.51,0.0,10440.0,500.0,0.0,18090.67,10440.0
H0FL04140,"AGUILAR, ERICK JAVIER",House,REP,FL,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89026.11
H2FL04211,"BEAN, AARON P.",House,REP,FL,I,1738170.86,1356314.59,720159.2,0.0,0.0,898500.0,0.0,474720.99,1610.56
H0FL04033,"PUESCHEL, DEBORAH KATZ",House,W,FL,O,0.0,0.0,0.0,0.0,107200.0,0.0,0.0,698.07,0.0
H4FL05123,"MCGOVERN, JAY",House,DEM,FL,C,44584.4,18455.31,17624.34,0.0,14990.0,300.0,5000.0,26132.15,14990.0
H2FL04203,"MACIE, MARA HEATHER",House,REP,FL,C,71789.84,68034.96,65982.77,0.0,0.0,5000.0,0.0,6630.32,0.0
H6FL04105,"RUTHERFORD, JOHN",House,REP,FL,I,897299.59,965252.11,241077.12,0.0,0.0,588800.0,0.0,177669.65,0.0
H0FL06111,"THRIPP, RICHARD",House,DEM,FL,C,0.0,66.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4FL06055,"STOCKTON, JAMES D",House,DEM,FL,C,33549.47,33487.38,25430.56,412.25,0.0,1040.65,5800.0,62.09,0.0
H8FL06098,"SODERBERG, NANCY",House,DEM,FL,O,0.0,404.0,0.0,0.0,0.0,0.0,0.0,13775.8,197619.58
H4FL06063,"GROW, JOHN",House,REP,FL,C,57609.3,57609.3,2196.07,10915.0,44495.0,0.0,0.0,0.0,0.0
H4FL14158,"JOARDER, EHSAN",House,REP,FL,C,30743.02,3515.02,2025.0,0.0,10100.0,0.0,0.0,27228.0,28718.02
H6FL06118,"GALLOWAY, G.G.",House,REP,FL,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4801.61,25922.46
H6FL06233,"AUDINO, ERNEST CARL",House,REP,FL,,8885.0,8885.0,3585.0,3300.0,0.0,2000.0,0.0,0.0,0.0
H8FL06148,"WALTZ, MICHAEL",House,REP,FL,I,2820255.6,2337500.54,1814698.43,0.0,0.0,538966.39,0.0,1551925.2,0.0
H2FL07230,"PASTRANA, ALLEK",House,DEM,FL,C,41502.78,40350.12,12521.63,5481.15,23500.0,0.0,0.0,1171.4,33500.0
H2FL07255,"KRULICK, AL MR.",House,DEM,FL,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4051.66,0.0
H2FL07289,"FERNANDEZ, HLSIA",House,DEM,FL,C,16624.4,16177.41,1624.4,0.0,15000.0,0.0,0.0,3387.77,15000.0
H2FL08139,"GREEN, KAREN REV. DR.",House,DEM,FL,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4FL07137,"ADAMS, JENNIFER",House,DEM,FL,C,277066.1,277060.19,123814.49,46995.0,70600.0,35500.0,0.0,5.91,51500.0
H4FL07145,"FERNANDEZ, HILSIA TATIANA",House,DEM,FL,C,16624.4,16177.41,1624.4,0.0,15000.0,0.0,0.0,3387.77,15000.0
H0FL07143,"VALENTIN, LEO",House,REP,FL,C,0.0,95.4,0.0,0.0,0.0,0.0,0.0,0.0,210001.0
H0FL07184,"JACKSON, SEAN",House,REP,FL,C,0.0,19903.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2FL07156,"MILLS, CORY",House,REP,FL,I,1628886.82,1614017.08,1069151.55,47239.77,50000.0,258750.0,0.0,40892.01,2021517.76
H2FL07164,"DUKE, BRADY",House,REP,FL,O,60.0,7327.28,0.0,0.0,0.0,0.0,0.0,23970.89,45612.58
H2FL07214,"STURGILL, SCOTT",House,REP,FL,O,1000.0,10570.0,0.0,0.0,1000.0,0.0,0.0,13.68,25662.01
H2FL07263,"ROBERTS, RUSSELL L. MR.",House,REP,FL,O,11237.56,22475.12,0.0,0.0,11237.56,0.0,0.0,0.0,0.0
H4FL07152,"JOHNSON, MICHAEL DON",House,REP,FL,C,73050.68,63428.72,2875.0,22600.0,46410.0,0.0,0.0,17621.96,46410.0
H8FL07070,"STURGILL, JONATHAN SCOTT",House,REP,FL,C,4510.79,4610.79,0.0,1753.79,0.0,0.0,0.0,0.0,0.0
H6FL08130,"KRULICK, AL",House,NNE,FL,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4051.66,0.0
H2FL08105,"TERRY, JOANNE R",House,DEM,FL,C,1094.0,219.0,0.0,194.0,900.0,0.0,0.0,1635.43,7900.0
H2FL08121,"DODGE, DANELLE",House,DEM,FL,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.95,40000.0
H4FL08119,"MCDOW, DANIEL",House,DEM,FL,C,72559.3,72559.3,57727.63,0.0,12304.51,2500.0,0.0,0.0,0.0
H4FL08143,"KENNEDY, SANDRA (SANDY) DENISE MS. ESQ",House,DEM,FL,C,36846.5,36846.5,16414.84,0.0,18287.49,2144.17,0.0,0.0,18252.92
H6FL09187,"GRAYSON, DENA MD, PHD MD, PHD",House,DEM,FL,C,1149.82,1149.82,0.0,0.0,1149.82,0.0,0.0,751.85,274137.5
H4FL08101,"HEARTON, JOHN L MR.",House,REP,FL,C,379855.51,362252.58,32410.41,0.0,245000.0,0.0,0.0,17602.93,251353.62
H4FL08127,"JONES, BRIAN",House,REP,FL,C,77058.52,4703.69,1058.52,1000.0,75000.0,0.0,0.0,72354.83,75000.0
H4FL08135,"BABITS, JOSEPH",House,REP,FL,C,155803.15,155803.15,4703.0,0.0,151100.0,0.0,0.0,0.0,0.0
H8FL15107,"POSEY, BILL",House,REP,FL,I,499475.78,822282.09,296314.9,0.0,0.0,188600.0,0.0,100216.54,0.0
H4FL08168,"HARIDOPOLOS, MIKE",House,UNK,FL,C,1759340.7,1501177.87,1314574.34,0.0,15000.0,370000.0,0.0,258162.83,13530.99
H6FL09179,"SOTO, DARREN",House,DEM,FL,I,2159165.71,2209327.97,739349.51,0.0,0.0,1393146.36,6000.0,14118.54,0.0
H0FL09115,"CASTILLO, JOSE",House,REP,FL,C,86535.57,87952.89,7704.01,3812.62,75000.0,0.0,0.0,91.22,76500.0
H0FL20112,"JONES, LATERESA ANN",House,REP,FL,C,530.0,577.21,162.0,0.0,368.0,0.0,0.0,-29.42,5606.36
H2FL09228,"MOORE, SCOTTY",House,REP,FL,C,58506.44,60464.27,57506.44,0.0,0.0,1000.0,0.0,0.0,0.0
H2FL09277,"MORALES, ADIANIS",House,REP,FL,C,19775.0,12891.1,19550.0,0.0,0.0,225.0,0.0,12719.3,0.0
H4FL09166,"QUINONES, JOHN",House,REP,FL,C,127638.3,127638.3,89555.22,0.0,24983.08,13100.0,0.0,0.0,0.0
H4FL09174,"RIVERA, ANGEL",House,REP,FL,C,2433.39,2433.39,2433.39,0.0,0.0,0.0,0.0,0.0,0.0
H4FL09182,"CHALIFOUX, THOMAS E. COLONEL JR.",House,REP,FL,C,2647413.28,2081584.55,109556.78,104.1,2522002.4,12250.0,3500.0,565828.73,2559381.56
H4FL09190,"CARTER, GREGORY MARCUS MR",House,NON,FL,C,14065.42,12786.1,2117.0,11948.42,0.0,0.0,0.0,1279.32,0.0
H2FL10200,"BRACY, RANDOLPH",House,DEM,FL,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2FL10259,"FROST, MAXWELL ALEJANDRO",House,DEM,FL,I,4065838.78,3308111.66,3680264.0,0.0,0.0,378351.01,0.0,1091725.72,0.0
H2FL10358,"BROWN, CORRINE",House,DEM,FL,O,12500.0,14644.64,0.0,12500.0,0.0,0.0,0.0,0.0,0.0
H4FL10149,"DARIUS, WADESON WADE",House,DEM,FL,C,30107.5,29051.91,3200.0,0.0,24065.48,0.0,0.0,843.0,10415.02
H6FL08213,"GRAYSON, ALAN MARK",House,DEM,FL,O,833762.1,712703.63,307121.38,0.0,526640.23,0.0,0.0,126917.81,3831353.65
H8FL10066,"DARIUS, WADESON",House,DEM,FL,C,30107.5,29051.91,3200.0,0.0,24065.48,0.0,0.0,843.0,10415.02
H0FL10113,"MONTAGUE, WILLIE",House,REP,FL,C,24494.82,24496.83,20494.82,0.0,4000.0,0.0,0.0,0.0,4000.0
H2FL07198,"LE, TUAN A",House,REP,FL,C,39961.75,35753.26,30411.75,0.0,9515.0,0.0,0.0,4208.49,9365.0
H2FL10283,"WIMBISH, CALVIN B MR",House,REP,FL,O,3195.22,7470.41,2945.22,0.0,0.0,0.0,0.0,-1.47,52500.0
H2FL10333,"LOWE, THUY",House,REP,FL,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27115.07
H2FL10325,"JAIN, USHA DR.",House,NON,FL,O,0.0,570.55,0.0,0.0,0.0,0.0,0.0,44.42,0.0
H4FL10123,"WHITE, VIBERT DR",House,NPA,FL,C,53926.0,45791.69,38926.0,0.0,15000.0,0.0,0.0,8094.27,15000.0
H2FL11174,"MUNNS, SHANTE",House,DEM,FL,C,0.0,85.82,0.0,0.0,0.0,0.0,0.0,0.0,4916.43
H4FL11105,"HALL, BARBARA HARDEN",House,DEM,FL,C,76285.62,68203.28,59028.53,488.91,0.0,16768.18,0.0,8082.34,0.0
H0FL08208,"WEBSTER, DANIEL",House,REP,FL,I,1019865.25,1147708.53,525341.24,0.0,0.0,370800.0,3500.0,100028.54,0.0
H0FL11152,"BUNTYN, TONY",House,REP,FL,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31735.06
H0FL21078,"LOOMER, LAURA",House,REP,FL,C,0.0,5613.97,0.0,0.0,0.0,0.0,0.0,6100.81,0.0
H2FL11117,"SABATINI, ANTHONY",House,REP,FL,C,378035.27,385204.1,344039.12,34.95,32000.0,1506.2,0.0,0.0,0.0
H2FL12115,"SKINNER, JEANNETTE RENEE",House,REP,FL,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3953.76,5300.0
H4FL11097,"MCCLOY, JOHN",House,REP,FL,C,102742.74,102742.74,34242.55,100.0,65800.0,0.0,0.0,0.0,0.0
H4FL11089,"GROVES, RALPH",House,LIB,FL,C,100.0,22.31,0.0,100.0,0.0,0.0,0.0,77.69,0.0
H4FL02112,"ABOUJAOUDE, ROCK ADEL MR. JR",House,DEM,FL,C,56949.32,56822.68,56949.32,0.0,0.0,0.0,0.0,126.64,0.0
H4FL12079,"DUNLAP, HARRY WILLIAM",House,REP,FL,C,12632.98,12665.54,3242.78,9390.2,0.0,0.0,0.0,0.0,0.0
H6FL09070,"BILIRAKIS, GUS M",House,REP,FL,I,1804425.78,1826105.36,596927.76,0.0,0.0,1081680.0,0.0,121417.04,0.0
H2FL13220,"DIAMOND, BEN",House,DEM,FL,O,0.0,125642.37,0.0,0.0,0.0,0.0,0.0,301807.14,0.0
H4FL13176,"LICCIONE, JOHN",House,DEM,FL,C,285967.0,285967.0,5259.22,0.0,272414.35,0.0,0.0,0.0,252363.41
H4FL13192,"WEINKRANTZ, MARK",House,DEM,FL,C,330552.0,330552.0,67052.0,0.0,258500.0,5000.0,0.0,0.0,258500.0
H4FL13200,"FOX, WHITNEY",House,DEM,FL,C,2559343.8,2539288.42,2185319.64,18420.77,0.0,341019.18,0.0,20055.38,0.0
H4FL13218,"OWEN, PETER",House,DEM,FL,C,2993.24,4033.53,4274.0,0.0,0.0,0.0,0.0,7.81,1207.05
H4FL13226,"BOUSBAR, SABRINA",House,DEM,FL,C,222681.71,222406.18,212072.41,6599.0,0.0,4010.3,0.0,275.53,0.0
H4FL13234,"D'ARRIGO, TONY C",House,DEM,FL,C,49400.0,40400.0,27900.0,21500.0,0.0,0.0,0.0,0.0,0.0
H4FL13242,"DAHAN, LIZ",House,DEM,FL,C,402244.51,402244.51,315511.52,8661.24,75000.0,2550.0,0.0,0.0,0.0
H6FL13189,"LYNN, ERIC",House,DEM,FL,O,27134.1,22877.32,0.0,0.0,0.0,0.0,0.0,306263.9,0.0
H0FL13125,"GRIFFIN, SHEILA",House,REP,FL,C,0.0,1447.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0FL13133,"MAKKI, AMANDA",House,REP,FL,O,300.0,25525.91,300.0,0.0,0.0,0.0,0.0,147456.59,46043.52
H0FL13158,"PAULINA LUNA, ANNA",House,REP,FL,I,3697834.71,3611255.4,2764748.05,0.0,0.0,324324.0,0.0,131415.55,0.0
