CMTE_ID,CMTE_NM,CMTE_TP,CMTE_DSGN,TTL_RECEIPTS,TTL_DISB,INDV_CONTRIB,OTHER_POL_CMTE_CONTRIB,CAND_CONTRIB,CAND_LOANS,CONTRIB_TO_OTHER_CMTE,IND_EXP,COH_COP,DEBTS_OWED_BY,CVG_END_DT,CMTE_TP_DESC,CATEGORY
C00428110,"SPIRIT AEROSYSTEMS, INC. PAC",Q,B,149864.0,153023.27,149864.0,0.0,0.0,0.0,104500.0,0.0,13666.53,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00428375,GREATER OXNARD ORGANIZATION OF DEMOCRATS,N,U,44201.29,48719.06,41208.93,2992.36,0.0,0.0,0.0,0.0,1250.57,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00428391,REPUBLIC SERVICES INC. EMPLOYEES FOR BETTER GOVT. PAC,Q,U,314150.6,281563.82,248229.76,0.0,0.0,0.0,31750.0,0.0,262360.41,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00428516,SAN DIEGO DEMOCRATIC CLUB-FEDERAL,X,U,38825.99,63727.08,25505.0,11500.0,0.0,0.0,500.0,0.0,9208.97,0.0,12/31/2024,Party - Nonqualified,Party Committees
C00428557,COLOROFCHANGE PAC,V,U,3636113.7,2832384.7,0.0,0.0,0.0,0.0,0.0,0.0,2918522.38,121002.7,12/31/2024,PAC with Non-Contribution Account - Nonqualified,Traditional PACs
C00428581,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 965 PEF,Q,U,198983.57,217113.38,198983.57,0.0,0.0,0.0,0.0,0.0,125506.89,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00428623,GOOGLE LLC NETPAC,Q,B,1902224.63,1414672.0,1900224.63,0.0,0.0,0.0,1409500.0,0.0,2226829.79,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00428649,CT WORKING FAMILIES FEDERAL PAC D/B/A TAKE BACK CONGRESS CT,X,U,16417.0,12707.65,6417.0,10000.0,0.0,0.0,0.0,0.0,69814.74,0.0,12/31/2024,Party - Nonqualified,Party Committees
C00428664,GREEN CONGRESSIONAL CAMPAIGN COMMITTEE,X,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.27,0.0,12/31/2023,Party - Nonqualified,Party Committees
C00428706,NORTHEAST TENNESSEE DEMOCRAT RESOURCE CENTER,N,U,36507.76,34333.99,15523.87,0.0,0.0,0.0,0.0,0.0,12193.08,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00428839,CONSERVATIVE PRINCIPLES PAC,Q,D,0.0,331.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00428896,DEUTSCHE BANK AMERICAS CORP. POLITICAL ACTION COMMITTEE,Q,B,4000.32,80.99,4000.32,0.0,0.0,0.0,0.0,0.0,31911.16,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00428979,"JJF MANAGEMENT SERVICES INC. POLITICAL ACTION COMMITTEE, AKA FITZWAY FEDERAL PAC",N,U,7577.76,10000.0,7577.76,0.0,0.0,0.0,10000.0,0.0,6139.82,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00429001,"PURPOSE FINANCIAL INC., PAC",Q,B,93108.55,167023.78,89608.55,0.0,0.0,0.0,52000.0,0.0,218882.34,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00429050,THE WESTERN UNION COMPANY POLITICAL ACTION COMMITTEE,Q,B,6770.23,0.0,6770.23,0.0,0.0,0.0,0.0,0.0,48952.02,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00429159,TAVERN LEAGUE OF WISCONSIN INC FEDERAL PAC (WIS TAV PAC),Q,U,16517.5,5000.0,16517.5,0.0,0.0,0.0,5000.0,0.0,12185.3,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00429175,MID-ATLANTIC LABORERS' POLITICAL LEAGUE/LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Q,U,1448348.62,2179366.0,1109148.62,0.0,0.0,0.0,0.0,0.0,221639.32,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00429217,TEXAS INTERNATIONAL PRODUCE ASSN TEX PAC,Q,U,36498.65,16070.06,36498.65,0.0,0.0,0.0,15500.0,0.0,34568.4,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00429241,FRIENDS OF CMU,Q,U,8614.92,12417.3,8614.92,0.0,0.0,0.0,2100.0,0.0,20080.98,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00429456,SANTA BARBARA WOMEN'S POLITICAL COMMITTEE (FED),Q,U,3103.5,1996.76,2723.5,380.0,0.0,0.0,1500.0,279.88,3343.35,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00429464,REDWOOD COAST DEMOCRATS,Q,U,5179.0,8221.1,4404.0,0.0,0.0,0.0,0.0,678.4,0.0,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00429563,VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE,Y,U,241249.77,249327.31,221369.2,19880.57,0.0,0.0,0.0,2768.38,4662.96,4046.15,12/31/2024,Party - Qualified,Party Committees
C00429571,DEMOCRATS FOR ISRAEL,N,U,19568.5,24680.97,18718.5,500.0,0.0,0.0,0.0,0.0,15866.94,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00429662,ENBRIDGE (U.S.) INC. POLITICAL ACTION COMMITTEE (ENBRIDGE PAC),Q,B,261523.26,214600.0,261523.26,0.0,0.0,0.0,128100.0,0.0,103098.32,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00429712,BRICK INDUSTRY ASSOCIATION'S BRICK PAC FOR A STRONGER AMERICA (BRICK PAC),Q,B,79049.94,25000.0,75655.52,0.0,0.0,0.0,25000.0,0.0,110393.16,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00429753,AMG VANADIUM POLITICAL ACTION COMMITTEE (AMG VANADIUM PAC) FKA METALLURG VANADIUM CORP PAC,N,U,1600.0,1500.0,1600.0,0.0,0.0,0.0,0.0,0.0,524.95,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00429787,UNITED FOR PROGRESS LEADERSHIP COMMITTEE,N,D,2310.41,8724.74,0.0,0.0,0.0,0.0,0.0,0.0,140045.45,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00429852,WELLS FARGO AND COMPANY NORTH CAROLINA EMPLOYEES GOOD GOVERNMENT FUND,Q,B,0.0,1949.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03/21/2024,PAC - Qualified,Traditional PACs
C00429886,EISAI INC. PAC,Q,B,58533.5,59086.2,58512.83,0.0,0.0,0.0,58300.0,0.0,107207.33,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00430066,KINECTA FEDERAL CREDIT UNION FEDERAL PAC,Q,U,50596.81,33862.32,50596.81,0.0,0.0,0.0,33500.0,0.0,36674.55,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00430108,DEMOCRATIC PARTY OF SANTA CRUZ COUNTY,X,U,38984.98,39875.08,20966.0,17898.12,0.0,0.0,890.0,0.0,16159.26,0.0,12/31/2024,Party - Nonqualified,Party Committees
C00430157,"CHENIERE ENERGY, INC. PAC",Q,U,398677.48,370325.0,385677.48,0.0,0.0,0.0,337340.78,0.0,109942.89,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00430256,"MOLINA HEALTHCARE, INC. PAC",Q,B,1720506.52,1574472.46,1706776.31,0.0,0.0,0.0,981500.0,0.0,303841.87,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00430280,IMMIGRANTS' LIST,Q,U,269211.0,231611.83,269211.0,0.0,0.0,0.0,62750.0,51127.0,45775.45,5400.0,12/31/2024,PAC - Qualified,Traditional PACs
C00430397,HANGER INC. PAC,Q,U,63487.0,138485.87,62379.0,0.0,0.0,0.0,130000.0,0.0,270954.09,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00430413,AMERICAN CONCRETE PUMPING ASSOCIATION PAC - PUMPPAC,Q,U,21.43,5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,19829.11,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00430421,USAGAINSTALZHEIMER'S PAC,Q,U,45000.0,54063.92,45000.0,0.0,0.0,0.0,51300.0,0.0,171758.52,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00430439,AMERICAN SOCIETY OF APPRAISERS POLITICAL ACTION COMMITTEE,N,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10512.94,0.0,06/30/2024,PAC - Nonqualified,Traditional PACs
C00430579,BRAVE PAC,Q,D,191000.0,180556.03,3500.0,187500.0,0.0,0.0,52500.0,0.0,76525.29,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00430876,WORKING FOR US POLITICAL ACTION COMMITTEE INC,O,U,0.0,340.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2023,Super PAC (Independent Expenditure Only),Super PACs
C00430884,STATE AUTO EMPLOYEES FED PAC COMMITTEE OF STATE AUTOMOBILE MUTUAL INSURANCE COMPANY,Q,U,0.0,25807.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/31/2023,PAC - Qualified,Traditional PACs
C00431072,BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ PC PAC,Q,B,177454.53,195729.76,172454.53,0.0,0.0,0.0,191700.0,0.0,59692.61,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00431114,"KBR, INC. PAC",Q,B,69762.73,61622.59,69762.73,0.0,0.0,0.0,58750.0,0.0,209886.76,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00431197,VALLEY POLITICAL ACTION COMMITTEE,Q,B,225.3,1709.54,0.0,0.0,0.0,0.0,0.0,0.0,166494.63,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00431262,PROGRESSIVE DEMOCRATES OF THE SANTA MONICA MOUNTAINS,N,U,18953.26,18500.0,18953.26,0.0,0.0,0.0,0.0,0.0,3100.86,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00431304,GET STUFF DONE,N,U,28613.55,112532.54,0.0,0.0,0.0,0.0,0.0,0.0,12259.34,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00431312,SECURITIES INDUSTRY AND FINANCIAL MARKETS ASSOCIATION POLITICAL ACTION COMMITTEE,Q,B,645178.63,616247.49,472969.86,164708.77,0.0,0.0,601500.0,0.0,107102.11,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00431361,TEACHERS INSURANCE ANNUITY ASSOCIATION OF AMERICA PAC (TIAA PAC),Q,B,690415.48,850000.0,685915.48,0.0,0.0,0.0,850000.0,0.0,455525.26,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00431403,VOTE TO ELECT REPUBLICANS NOW PAC,Q,D,240535.85,276886.68,27650.0,185500.0,0.0,0.0,94000.0,0.0,31409.27,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00431429,MVP HEALTH CARE INC. FEDERAL PAC,Q,U,0.0,25500.0,0.0,0.0,0.0,0.0,25500.0,0.0,26139.34,483.0,12/31/2024,PAC - Qualified,Traditional PACs
C00431460,LOCAL 94-94A-94B IUOE POLITICAL ACTION COMMITTEE,Q,U,201161.34,135796.16,201161.34,0.0,0.0,0.0,0.0,0.0,103698.23,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00431478,GIVING WILLINGLY EMPOWERING NATIONALLY PAC,Q,D,428127.12,428711.03,157640.01,263335.5,0.0,0.0,41172.43,0.0,7209.77,7220.8,12/31/2024,PAC - Qualified,Traditional PACs
C00431544,"DUNKIN' BRANDS, INC, POLITICAL ACTION COMMITTEE (DUNKIN' PAC)",Q,B,343559.65,335815.7,295872.5,0.0,0.0,0.0,267500.0,0.0,560246.77,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00431601,OCEANS PAC,Q,D,493543.0,523560.24,139643.0,73500.0,0.0,0.0,292500.0,0.0,7625.14,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00431643,HILLSBOROUGH COUNTY REPUBLICAN EXECUTIVE COMMITTEE,Y,U,143559.92,183822.69,143559.92,0.0,0.0,0.0,0.0,0.0,-29498.6,0.0,12/31/2024,Party - Qualified,Party Committees
C00431858,STEPTOE LLP POLITICAL ACTION COMMITTEE,Q,B,477139.0,111531.62,477139.0,0.0,0.0,0.0,111500.0,0.0,395971.18,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00431874,FOLLOW THE NORTH STAR FUND,Q,D,827853.81,809960.33,313600.0,163000.0,0.0,0.0,512500.0,0.0,96122.08,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00431924,KIDNEY CARE PARTNERS POLITICAL ACTION COMMITTEE,Q,U,41750.0,51681.34,16750.0,25000.0,0.0,0.0,50000.0,0.0,14488.07,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00431932,OVINTIV USA INC. PAC,Q,B,254667.36,262685.45,251104.42,0.0,0.0,0.0,201500.0,0.0,16673.3,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00431957,AMERICAN HERBAL PRODUCTS ASSOCIATION PAC,Q,U,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,2361.06,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00432096,KEYSTONE ALLIANCE POLITICAL ACTION COMMITTEE,Q,U,54005.87,83085.0,53000.0,1000.0,0.0,0.0,80000.0,0.0,0.0,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00432104,GREAT AMERICAN FUND,Q,D,4000.0,11955.36,0.0,4000.0,0.0,0.0,1000.0,0.0,1298.1,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00432237,LIBERTY LANE SERVICE COMPANY PAC,N,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40092.28,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00432252,REGIONS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,Q,B,1166070.81,1130013.84,1149066.97,0.0,0.0,0.0,1091000.0,0.0,373460.97,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00432260,CLUB FOR GROWTH PAC,Q,U,2121662.02,2211476.95,2088724.63,0.0,0.0,0.0,1478649.66,606922.5,447706.44,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00432393,CRUISE LINES INTERNATIONAL ASSOCIATION PAC (CLIA PAC),Q,B,0.0,5033.85,0.0,0.0,0.0,0.0,4000.0,0.0,4837.46,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00432419,HSP DIRECT LLC PAC HSP PAC,N,U,13942.31,16050.0,13942.31,0.0,0.0,0.0,16050.0,0.0,12113.48,0.0,10/16/2024,PAC - Nonqualified,Traditional PACs
C00432526,TURKISH COALITON USA PAC (TC-USA PAC),Q,U,40110.69,41044.6,37310.69,2800.0,0.0,0.0,38151.0,0.0,430.91,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00432617,GENERATION BLUE,Q,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00432757,NATIONAL ASSOCIATION OF DISABILITY REPRESENTATIVES PAC (NADR PAC),Q,U,26855.0,21856.93,26855.0,0.0,0.0,0.0,14000.0,0.0,31771.14,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00432765,SILK PAC,Q,D,32500.0,32250.0,5000.0,27500.0,0.0,0.0,27500.0,0.0,27102.91,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00432815,LOCAL 399 INTERNATIONAL UNION OF OPERATING ENGINEERS FEDERAL PAC (LOCAL 399 IUOE FED PAC),N,U,206901.91,238174.52,205238.97,0.0,0.0,0.0,2500.0,0.0,123360.75,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00432823,AMERICAN COLLEGE OF RHEUMATOLOGY (RHEUMPAC),Q,B,205054.56,203845.48,199545.31,0.0,0.0,0.0,202000.0,0.0,350580.55,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00432856,AM GENERAL LLC POLITICAL ACTION COMMITTEE (AM GENERAL PAC),Q,B,171437.56,214050.0,166437.56,0.0,0.0,0.0,214000.0,0.0,177444.84,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00432930,FISCAL LEADERSHIP AND KNOWING ECONOMICS PAC,Q,D,1.35,9981.42,0.0,0.0,0.0,0.0,0.0,0.0,76519.73,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00432963,"AMERICAN ROLL-ON ROLL-OFF CARRIER GROUP, INC. FREEDOM PAC / ARC FREEDOM PAC",Q,U,53695.0,40000.0,53695.0,0.0,0.0,0.0,40000.0,0.0,65530.0,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00433060,REPUBLICAN GOVERNANCE GROUP/TUESDAY GROUP PAC,Q,U,1666489.82,1609778.36,110890.0,1549500.0,0.0,0.0,749500.0,0.0,85488.83,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00433219,FUND FOR THE MAJORITY PAC,Q,D,9267.94,47980.56,4267.94,5000.0,0.0,0.0,14421.13,0.0,0.0,0.0,12/31/2023,PAC - Qualified,Traditional PACs
C00433227,PRESENTEPACPLUS,V,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3163.51,4000.0,12/31/2024,PAC with Non-Contribution Account - Nonqualified,Traditional PACs
C00433318,PLACER COUNTY DEMOCRATIC CENTRAL COMMITTEE,N,U,152138.97,123374.11,123385.48,730.0,0.0,0.0,594.23,0.0,40427.38,517.09,12/31/2024,PAC - Nonqualified,Traditional PACs
C00433482,TE CONNECTIVITY CORPORATION POLITICAL ACTION COMMITTEE TEPAC,Q,B,115632.58,275650.0,110632.58,0.0,0.0,0.0,275500.0,0.0,112461.74,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00433672,TRANSYSTEMS CORPORATION PAC,Q,U,121496.86,106015.0,121496.86,0.0,0.0,0.0,0.0,0.0,85336.84,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00433680,TREASURE STATE PAC,Q,D,1421790.74,1521204.67,225299.96,879800.0,0.0,0.0,390000.0,0.0,88623.64,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00433730,LYNN PAC,Q,U,32809.89,49346.33,0.0,0.0,0.0,0.0,14000.0,0.0,619162.07,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00433805,CCFI COMPANIES LLC (FKA CHECKSMART FINANCIAL LLC AND CCFI LLC) POLITICAL ACTION COMMITTEE,Q,U,191250.26,147669.31,188750.26,0.0,0.0,0.0,135500.0,0.0,71641.72,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00433896,LATINA SOL PAC,N,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2037.54,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00433904,EXCELLENCE IN HEALTHCARE EDUCATION PAC,N,U,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,0.0,4105.1,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00433912,ARCH CAPITAL GROUP (US) INC. POLITICAL ACTION COMMITTEE,Q,U,14493.0,20000.0,14493.0,0.0,0.0,0.0,20000.0,0.0,42443.68,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00434076,OPERATING ENGINEERS LOCAL 478 POLITICAL ACTION COMMITTEE (OE478PAC),Q,U,102433.75,91189.21,74566.75,0.0,0.0,0.0,1000.0,0.0,21850.66,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00434233,NEXION HEALTH FUND FOR QUALITY LONG TERM CARE INC,Q,U,150916.72,132100.0,150116.72,0.0,0.0,0.0,132100.0,0.0,54405.14,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00434696,ILLINOIS ASSOCIATION OF REALTORS FEDERAL PAC,N,P,386.3,37.0,0.0,0.0,0.0,0.0,0.0,0.0,12267.46,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00434811,TEVA PHARMACEUTICALS USA INC. POLITICAL ACTION COMMITTEE (TEVA PAC),Q,B,83796.29,113000.0,82296.29,0.0,0.0,0.0,113000.0,0.0,105275.33,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00435024,CENTER FOR SPORTFISHING POLICY POLITICAL ACTION COMMITTEE AKA CENTER PAC,Q,B,128581.0,91371.82,121081.0,0.0,0.0,0.0,90000.0,0.0,79004.18,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00435321,NUSTAR ENERGY L.P. (NUSTAR PAC),Q,U,319545.1,462239.81,319545.1,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,08/31/2024,PAC - Qualified,Traditional PACs
C00435602,LENOVO (UNITED STATES) INC. NON-PARTISAN CMTE FOR GOOD GOVT (LENOVOPAC),N,B,0.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2023,PAC - Nonqualified,Traditional PACs
C00435651,PIEDMONT TRIAD ANESTHESIA P A FEDERAL PAC,N,U,143200.0,147654.0,139200.0,0.0,0.0,0.0,5300.0,0.0,35961.69,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00435735,"TELEVISAUNIVISION, INC. EMPLOYEE POLITICAL ACTION COMMITTEE",Q,B,17848.0,270000.0,17848.0,0.0,0.0,0.0,270000.0,0.0,348436.4,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00435818,YOUNG VOTERS,O,U,,,,,,,,,,,,Super PAC (Independent Expenditure Only),Super PACs
C00435909,UNIGROUP INC. POLITICAL ACTION COMMITTEE,Q,U,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,5595.69,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00435933,AMERICAN ACADEMY OF NEUROLOGY BRAINPAC,Q,B,539867.65,553600.0,539867.65,0.0,0.0,0.0,553500.0,0.0,373489.51,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00435990,MESSER CONSTRUCTION CO PAC,Q,U,73372.58,92196.8,71247.32,0.0,0.0,0.0,85200.0,0.0,100072.05,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00436022,MODERATE DEMOCRATS PAC,Q,B,1237694.5,1195284.54,87703.0,1102500.0,0.0,0.0,140000.0,0.0,663762.93,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00436048,ALABAMA FORESTRY ASSOCIATION INC FEDERAL PAC AKA ALAFORESTRY FEDPAC,N,U,11100.0,5596.0,11100.0,0.0,0.0,0.0,5500.0,0.0,8224.55,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00436055,SOUTH DAKOTA BANKERS ASSOCIATION PUBLIC AFFAIRS COMMITTEE (SDBANKPAC),Q,U,48277.13,29012.74,45725.0,0.0,0.0,0.0,28000.0,0.0,77857.23,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00436188,ALLIANCE FOR RETIRED AMERICANS POLITICAL ACTION FUND,Q,B,267383.86,131177.44,257275.6,10000.0,0.0,0.0,125000.0,0.0,217814.6,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00436238,ERICKSON LIVING FEDERAL PAC,N,B,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,4134.94,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00436360,"AMEDISYS, INC. POLITICAL ACTION COMMITTEE",Q,U,149149.13,191500.0,149149.13,0.0,0.0,0.0,191500.0,0.0,11574.62,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00436485,COMMITTEE ON PIPE AND TUBE IMPORTS FEDERAL PAC,N,B,13000.0,17500.0,8000.0,5000.0,0.0,0.0,17500.0,0.0,9809.48,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00436899,AMERICAN INCOME LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,Q,U,34600.35,16750.0,32100.35,0.0,0.0,0.0,7750.0,0.0,126164.16,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00436998,WYDEN FOR OREGON,N,J,394135.7,383389.15,255850.0,135500.0,0.0,0.0,0.0,0.0,17532.76,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00437053,BLACK REPUBLICAN PAC,Q,U,,,,,,,,,,,,PAC - Qualified,Traditional PACs
C00437079,WESTCHESTER-PLAYA DEMOCRATIC CLUB,Q,U,8600.32,12323.04,8492.89,0.0,0.0,0.0,1250.0,0.0,1685.57,1325.0,12/31/2024,PAC - Qualified,Traditional PACs
C00437244,INVENERGY LLC PAC,Q,U,185094.6,181500.0,185094.6,0.0,0.0,0.0,167500.0,0.0,64442.81,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00437376,LEGACY POLITICAL FUND,W,U,18378.54,20888.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03/09/2023,PAC with Non-Contribution Account - Qualified,Traditional PACs
C00437467,SOUTHERN CALIFORNIA PIPE TRADES DISTRICT COUNCIL 16 FEDERAL PAC,Q,U,344451.95,17150.0,344451.95,0.0,0.0,0.0,17150.0,0.0,1046002.55,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00437475,TRUMBULL DEMOCRATIC WOMEN'S CAUCUS (TRUMBULL DWC),N,U,5665.5,7704.07,5325.54,339.96,0.0,0.0,3000.0,0.0,4514.37,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00437491,"IDEMIA IDENTITY & SECURITY USA, LLC POLITICAL ACTION COMMITTEE",Q,B,38684.91,18019.23,37725.04,0.0,0.0,0.0,18000.0,0.0,39886.43,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00437517,UNITED MOTORCOACH ASSOCIATION POLITICAL ACTION COMMITTEE: AKA MOTORCOACH TRAVEL PAC,Q,U,18250.0,10000.0,18250.0,0.0,0.0,0.0,10000.0,0.0,15786.22,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00437525,TEXAS SPINE AND JOINT LTD PAC,Q,U,160416.77,188069.81,134139.0,0.0,0.0,0.0,211500.0,350.0,112608.9,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00437566,ELBIT SYSTEMS OF AMERICA LLC POLITICAL ACTION COMMITTEE (ELBIT AMERICA PAC),Q,B,131938.74,100000.0,131938.74,0.0,0.0,0.0,100000.0,0.0,73711.43,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00437798,HEARPAC OF HEARING INDUSTRIES ASSOCIATION,Q,B,20634.61,32500.0,20634.61,0.0,0.0,0.0,32500.0,0.0,49571.17,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00438002,LATHROP & GAGE LLP POLITICAL ACTION COMMITTEE,Q,U,0.0,5765.29,0.0,0.0,0.0,0.0,4000.0,0.0,5527.86,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00438028,MARIPOSA COUNTY DEMOCRATIC CENTRAL COMMITTEE,X,U,5331.32,4766.46,5331.32,0.0,0.0,0.0,0.0,0.0,1967.3,0.0,12/31/2024,Party - Nonqualified,Party Committees
C00438051,DISCOVER FINANCIAL SERVICES POLITICAL ACTION COMMITTEE,Q,B,195460.87,308194.0,195454.87,0.0,0.0,0.0,308000.0,0.0,191502.16,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00438291,DENALI LEADERSHIP PAC,Q,D,829717.48,765216.76,197905.0,610500.0,0.0,0.0,332000.0,0.0,743830.26,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00438358,AMSTED INDUSTRIES INCORPORATED PAC,Q,B,105900.0,117500.0,105900.0,0.0,0.0,0.0,117500.0,0.0,78724.19,0.0,12/31/2024,PAC - Qualified,Traditional PACs
